88    214875109801    [11, 19534100891]    [1, 0, 0, 1]
89    228119630761    [11, 20738148251]    [1, 0, 0, 1]
90    228261677281    [11, 20751061571]    [1, 0, 0, 1]
91    228283594561    [11, 20753054051]    [1, 0, 0, 1]
92    228529969921    [11, 20775451811]    [1, 0, 0, 1]
93    232036807321    [11, 21094255211]    [1, 0, 0, 1]
94    232210770121    [11, 21110070011]    [1, 0, 0, 1]
95    233096451841    [11, 21190586531]    [1, 0, 0, 1]
96    244901180161    [11, 22263743651]    [1, 0, 0, 1]
97    245151380881    [11, 22286489171]    [1, 0, 0, 1]
98    245467666081    [11, 22315242371]    [1, 0, 0, 1]
99    246015154561    [11, 22365014051]    [1, 0, 0, 1]
100    253480963681    [11, 23043723971]    [1, 0, 0, 1]
101    257723731441    [11, 23429430131]    [1, 0, 0, 1]
102    258892489801    [11, 23535680891]    [1, 0, 0, 1]
103    258920256001    [11, 23538205091]    [1, 0, 0, 1]
104    266942405521    [11, 24267491411]    [1, 0, 0, 1]
105    266978940481    [11, 24270812771]    [1, 0, 0, 1]
106    270583020961    [11, 24598456451]    [1, 0, 0, 1]
107    270723274921    [11, 24611206811]    [1, 0, 0, 1]
108    279652730401    [11, 25422975491]    [1, 0, 0, 1]
109    292361269321    [11, 26578297211]    [1, 0, 0, 1]
110    292414285801    [11, 26583116891]    [1, 0, 0, 1]
111    292430399041    [11, 26584581731]    [1, 0, 0, 1]
112    292806717841    [11, 26618792531]    [1, 0, 0, 1]
113    293170200961    [11, 26651836451]    [1, 0, 0, 1]
114    296968321441    [11, 26997120131]    [1, 0, 0, 1]
115    318786511681    [11, 28980591971]    [1, 0, 0, 1]
116    322134831601    [11, 29284984691]    [1, 0, 0, 1]
117    330713109001    [11, 30064828091]    [1, 0, 0, 1]
118    330717366001    [11, 30065215091]    [1, 0, 0, 1]
119    330732208081    [11, 30066564371]    [1, 0, 0, 1]
120    330775439401    [11, 30070494491]    [1, 0, 0, 1]
121    330826147201    [11, 30075104291]    [1, 0, 0, 1]
122    330949445761    [11, 30086313251]    [1, 0, 0, 1]
123    331268605921    [11, 30115327811]    [1, 0, 0, 1]
124    331283352961    [11, 30116668451]    [1, 0, 0, 1]
125    331411123681    [11, 30128283971]    [1, 0, 0, 1]
126    331434519361    [11, 30130410851]    [1, 0, 0, 1]
127    331591071361    [11, 30144642851]    [1, 0, 0, 1]
128    331634787121    [11, 30148617011]    [1, 0, 0, 1]
129    335086271641    [11, 30462388331]    [1, 0, 0, 1]
130    336053410561    [11, 30550310051]    [1, 0, 0, 1]
131    343606334401    [11, 31236939491]    [1, 0, 0, 1]
132    343759065001    [11, 31250824091]    [1, 0, 0, 1]
133    343768108321    [11, 31251646211]    [1, 0, 0, 1]
134    343769829601    [11, 31251802691]    [1, 0, 0, 1]
135    343931684041    [11, 31266516731]    [1, 0, 0, 1]
136    344178455401    [11, 31288950491]    [1, 0, 0, 1]
137    356484076201    [11, 32407643291]    [1, 0, 0, 1]
138    360801521641    [11, 32800138331]    [1, 0, 0, 1]
139    360840921001    [11, 32803720091]    [1, 0, 0, 1]
140    361144704481    [11, 32831336771]    [1, 0, 0, 1]
141    361462080001    [11, 32860189091]    [1, 0, 0, 1]
142    361566288721    [11, 32869662611]    [1, 0, 0, 1]
143    373680047521    [11, 33970913411]    [1, 0, 0, 1]
144    373997184121    [11, 33999744011]    [1, 0, 0, 1]
145    382362220801    [11, 34760201891]    [1, 0, 0, 1]
146    382469959201    [11, 34769996291]    [1, 0, 0, 1]
147    386548142761    [11, 35140740251]    [1, 0, 0, 1]
148    386714722801    [11, 35155883891]    [1, 0, 0, 1]
149    386720339401    [11, 35156394491]    [1, 0, 0, 1]
150    386764822081    [11, 35160438371]    [1, 0, 0, 1]
151    386824863601    [11, 35165896691]    [1, 0, 0, 1]
152    387053838721    [11, 35186712611]    [1, 0, 0, 1]
153    387079776721    [11, 35189070611]    [1, 0, 0, 1]
154    395210995201    [11, 35928272291]    [1, 0, 0, 1]
155    408051546001    [11, 37095595091]    [1, 0, 0, 1]
156    409028943961    [11, 37184449451]    [1, 0, 0, 1]
157    420907019401    [11, 38264274491]    [1, 0, 0, 1]
158    420910909441    [11, 38264628131]    [1, 0, 0, 1]
159    420932993041    [11, 38266635731]    [1, 0, 0, 1]
160    420974132161    [11, 38270375651]    [1, 0, 0, 1]
161    421309486081    [11, 38300862371]    [1, 0, 0, 1]
162    422117579521    [11, 38374325411]    [1, 0, 0, 1]
163    425202115921    [11, 38654737811]    [1, 0, 0, 1]
164    425204949961    [11, 38654995451]    [1, 0, 0, 1]
165    425271311641    [11, 38661028331]    [1, 0, 0, 1]
166    425482482601    [11, 38680225691]    [1, 0, 0, 1]
167    425539764001    [11, 38685433091]    [1, 0, 0, 1]
168    425930410081    [11, 38720946371]    [1, 0, 0, 1]
169    426068760601    [11, 38733523691]    [1, 0, 0, 1]
170    426174274801    [11, 38743115891]    [1, 0, 0, 1]
171    426179964001    [11, 38743633091]    [1, 0, 0, 1]
172    438086664961    [11, 39826060451]    [1, 0, 0, 1]
173    438163551001    [11, 39833050091]    [1, 0, 0, 1]
174    438186095281    [11, 39835099571]    [1, 0, 0, 1]
175    446984563201    [11, 40634960291]    [1, 0, 0, 1]
176    447849041761    [11, 40713549251]    [1, 0, 0, 1]
177    451022387761    [11, 41002035251]    [1, 0, 0, 1]
178    463955359681    [11, 42177759971]    [1, 0, 0, 1]
179    464554053601    [11, 42232186691]    [1, 0, 0, 1]
180    472447896481    [11, 42949808771]    [1, 0, 0, 1]
181    472448015281    [11, 42949819571]    [1, 0, 0, 1]
182    472449966241    [11, 42949996931]    [1, 0, 0, 1]
183    472453514401    [11, 42950319491]    [1, 0, 0, 1]
184    472626144001    [11, 42966013091]    [1, 0, 0, 1]
185    472650058441    [11, 42968187131]    [1, 0, 0, 1]
186    472655851921    [11, 42968713811]    [1, 0, 0, 1]
187    472671319681    [11, 42970119971]    [1, 0, 0, 1]
188    472738996081    [11, 42976272371]    [1, 0, 0, 1]
189    472788187201    [11, 42980744291]    [1, 0, 0, 1]
190    472819510801    [11, 42983591891]    [1, 0, 0, 1]
191    473121316921    [11, 43011028811]    [1, 0, 0, 1]
192    473319246961    [11, 43029022451]    [1, 0, 0, 1]
193    473498400001    [11, 43045309091]    [1, 0, 0, 1]
194    485751944161    [11, 44159267651]    [1, 0, 0, 1]
195    490319016121    [11, 44574456011]    [1, 0, 0, 1]
